gid,teamAbbr,playDispNm,minutes,points,assists,turnovers,steals,blocks,fouls,fga,fgm,threepa,threepm,fta,ftm,rebounds
43076UTA,HOU,Eric Gordon,32,10,2,2,0,2,2,12,2,8,2,4,4,4
43076UTA,HOU,Luc Richard Mbah a Moute,22,8,1,1,1,0,0,7,3,4,2,0,0,4
43076UTA,HOU,P.J. Tucker,17,7,0,5,1,0,6,5,2,3,1,2,2,5
43076UTA,HOU,Tarik Black,9,0,0,1,0,0,2,1,0,0,0,2,0,1
43076UTA,UTA,Donovan Mitchell,35,26,4,2,1,0,5,19,9,6,2,6,6,4
43076UTA,UTA,Joe Ingles,33,11,4,2,2,0,2,11,3,7,2,4,3,4
43076UTA,UTA,Ricky Rubio,30,11,1,1,2,0,3,7,3,2,1,4,4,0
43076UTA,UTA,Derrick Favors,28,5,1,0,1,2,4,4,2,0,0,2,1,5
43076UTA,UTA,Rudy Gobert,28,6,1,5,1,2,1,5,2,0,0,2,2,9
43076UTA,UTA,Alec Burks,27,17,3,3,2,0,2,12,6,5,2,4,3,1
43076UTA,UTA,Thabo Sefolosha,26,14,1,0,1,1,1,9,5,4,2,2,2,5
43076UTA,UTA,Royce O'Neale,12,3,1,0,0,0,1,4,1,2,0,2,1,1
43076UTA,UTA,Jonas Jerebko,12,3,0,0,0,0,2,2,1,2,1,0,0,2
43076UTA,UTA,Raulzinho Neto,10,5,1,0,0,0,0,4,2,2,1,1,0,1
43077CHA,CHI,Robin Lopez,43,19,1,4,0,1,6,15,9,0,0,2,1,10
43077CHA,CHI,Kris Dunn,41,20,12,1,3,0,5,24,8,2,0,6,4,6
43077CHA,CHI,Justin Holiday,39,17,2,1,2,2,3,15,6,5,1,4,4,8
43077CHA,CHI,Lauri Markkanen,34,24,0,1,0,0,1,15,8,5,3,5,5,12
43077CHA,CHI,Denzel Valentine,25,7,1,2,0,0,2,7,3,2,0,2,1,3
43077CHA,CHI,David Nwaba,32,11,4,0,0,3,4,7,5,0,0,2,1,6
43077CHA,CHI,Bobby Portis,15,9,0,2,0,0,2,4,4,1,1,0,0,4
43077CHA,CHI,Nikola Miroti€à,15,6,0,0,0,1,1,7,2,3,1,1,1,3
43077CHA,CHI,Jerian Grant,12,6,3,1,0,0,2,3,3,0,0,0,0,1
43077CHA,CHI,Paul Zipser,10,0,0,2,0,0,2,2,0,0,0,0,0,3
43077CHA,CHA,Dwight Howard,43,25,2,2,1,6,3,23,11,0,0,8,3,20
43077CHA,CHA,Nicolas Batum,42,9,10,2,1,1,1,14,4,4,1,0,0,6
43077CHA,CHA,Kemba Walker,42,20,5,1,1,0,2,16,5,10,3,7,7,1
43077CHA,CHA,Marvin Williams,40,17,1,1,1,1,5,11,6,5,3,2,2,9
43077CHA,CHA,Michael Kidd-Gilchrist,33,15,2,2,0,1,4,10,5,0,0,8,5,7
43077CHA,CHA,Treveon Graham,19,12,2,1,0,0,2,7,4,3,2,2,2,2
43077CHA,CHA,Michael Carter-Williams,13,2,0,0,1,0,2,5,1,1,0,0,0,0
43077CHA,CHA,Malik Monk,11,3,0,0,1,0,0,5,1,3,1,0,0,2
43077CHA,CHA,Johnny O'Bryant,10,2,0,2,1,0,1,3,0,1,0,2,2,1
43077CHA,CHA,Jeremy Lamb,8,4,0,0,0,2,0,5,2,2,0,0,0,2
43077CHA,CHA,Dwayne Bacon,5,2,0,0,0,0,0,1,1,0,0,0,0,0
43077DET,GS,Kevin Durant,39,36,7,2,1,5,3,23,12,6,3,10,9,10
43077DET,GS,Draymond Green,38,2,13,2,3,6,4,6,1,5,0,0,0,6
43077DET,GS,Klay Thompson,36,21,5,3,1,0,2,18,8,9,2,3,3,4
43077DET,GS,Shaun Livingston,25,10,1,2,0,1,2,7,4,1,0,4,2,3
43077DET,GS,JaVale McGee,15,2,0,0,0,2,2,4,1,0,0,0,0,4
43077DET,GS,Andre Iguodala,29,5,1,3,0,0,2,5,2,2,1,0,0,5
43077DET,GS,Quinn Cook,16,7,1,0,0,0,0,4,3,2,1,0,0,1
43077DET,GS,David West,14,11,0,1,0,0,2,8,5,0,0,2,1,5
43077DET,GS,Jordan Bell,9,4,1,1,0,1,1,2,2,0,0,0,0,2
43077DET,GS,Nick Young,9,2,0,0,0,0,0,3,0,1,0,3,2,1
43077DET,GS,Omri Casspi,7,2,0,0,0,0,0,1,1,0,0,0,0,2
43077DET,GS,Kevon Looney,4,0,0,0,0,0,1,0,0,0,0,0,0,2
43077DET,DET,Andre Drummond,34,8,4,3,1,1,1,9,2,0,0,10,4,17
43077DET,DET,Tobias Harris,32,11,2,0,0,1,1,12,4,5,2,1,1,5
43077DET,DET,Avery Bradley,31,25,0,1,0,0,1,17,9,7,4,4,3,4
43077DET,DET,Reggie Jackson,27,16,2,3,0,0,1,16,7,3,2,2,0,3
43077DET,DET,Stanley Johnson,23,2,2,1,4,0,3,5,1,2,0,0,0,4
43077DET,DET,Anthony Tolliver,28,10,2,0,0,0,5,8,3,5,2,2,2,3
43077DET,DET,Ishmael Smith,21,6,4,1,2,0,1,7,3,0,0,0,0,1
43077DET,DET,Luke Kennard,15,4,1,0,0,0,1,4,2,1,0,0,0,3
43077DET,DET,Langston Galloway,14,6,2,0,1,0,0,6,2,4,2,0,0,5
43077DET,DET,Boban Marjanovi€à,14,10,1,2,0,0,3,8,5,0,0,0,0,4
43077IND,CLE,LeBron James,39,29,8,3,1,2,1,22,12,5,1,5,4,10
43077IND,CLE,J.R. Smith,34,15,0,1,1,0,4,12,5,10,5,0,0,5
43077IND,CLE,Kevin Love,26,20,3,0,0,0,0,16,6,7,2,10,6,7
43077IND,CLE,Jae Crowder,24,6,2,0,0,1,3,7,1,5,1,3,3,6
43077IND,CLE,Jose Calderon,22,9,3,1,1,0,2,5,3,2,1,2,2,3
43077IND,CLE,Dwyane Wade,26,9,4,2,1,0,3,6,4,1,1,0,0,1
43077IND,CLE,Jeff Green,24,7,1,1,0,0,5,8,3,1,0,1,1,4
43077IND,CLE,Kyle Korver,22,3,1,0,0,0,2,5,1,3,0,1,1,3
43077IND,CLE,Cedi Osman,14,2,0,2,0,0,2,2,1,0,0,0,0,5
43077IND,CLE,Channing Frye,9,2,1,0,0,1,1,3,1,2,0,0,0,0
43077IND,IND,Thaddeus Young,39,13,2,2,3,1,2,13,6,4,1,0,0,8
43077IND,IND,Victor Oladipo,36,33,5,3,1,0,4,24,11,13,6,10,5,8
43077IND,IND,Bojan Bogdanovi€à,35,10,1,1,0,0,3,11,3,8,2,2,2,2
43077IND,IND,Myles Turner,32,15,3,0,0,3,1,11,5,3,1,5,4,7
43077IND,IND,Darren Collison,22,6,3,1,0,0,4,5,2,3,2,0,0,5
43077IND,IND,Cory Joseph,22,12,2,1,0,0,0,8,4,4,2,2,2,4
43077IND,IND,Lance Stephenson,22,7,4,0,1,0,2,6,3,3,1,0,0,7
43077IND,IND,Domantas Sabonis,20,9,1,0,0,0,2,6,4,0,0,3,1,9
43077IND,IND,Damien Wilkins,8,1,0,0,0,0,1,2,0,1,0,2,1,0
43077IND,IND,T.J. Leaf,3,0,0,0,1,0,0,0,0,0,0,0,0,0
43077ORL,DEN,Will Barton,43,19,5,2,4,2,3,16,8,4,1,3,2,6
43077ORL,DEN,Wilson Chandler,26,11,0,0,0,0,2,5,4,1,1,2,2,4
43077ORL,DEN,Gary Harris,24,12,1,3,0,0,4,11,5,2,0,2,2,5
43077ORL,DEN,Mason Plumlee,18,6,2,2,0,3,1,4,3,0,0,0,0,4
43077ORL,DEN,Jamal Murray,17,2,3,0,0,0,1,6,1,1,0,0,0,1
43077ORL,DEN,Emmanuel Mudiay,31,18,5,2,2,0,2,16,8,5,2,0,0,5
43077ORL,DEN,Kenneth Faried,30,20,0,1,1,2,4,10,8,0,0,5,4,10
43077ORL,DEN,Malik Beasley,29,12,3,1,0,0,2,9,5,4,2,0,0,4
43077ORL,DEN,Trey Lyles,22,3,2,1,0,0,1,8,0,4,0,4,3,5
43077ORL,ORL,Jonathon Simmons,34,21,0,4,0,1,4,17,9,2,1,2,2,4
43077ORL,ORL,Nikola Vu€çevi€à,32,21,2,4,1,4,1,19,10,5,1,0,0,17
43077ORL,ORL,Elfrid Payton,31,11,6,1,1,0,2,10,3,3,2,4,3,0
43077ORL,ORL,Aaron Gordon,29,14,2,1,0,0,0,12,5,4,1,5,3,3
43077ORL,ORL,Arron Afflalo,26,6,0,0,0,1,0,5,2,0,0,2,2,4
43077ORL,ORL,D.J. Augustin,25,6,2,1,1,0,2,6,1,4,0,4,4,1
43077ORL,ORL,Wesley Iwundu,16,2,0,0,1,0,1,3,1,1,0,0,0,3
43077ORL,ORL,Bismack Biyombo,13,4,1,0,0,1,2,3,1,0,0,2,2,6
43077ORL,ORL,Marreese Speights,12,2,2,2,0,0,3,5,0,2,0,2,2,1
43077ORL,ORL,Shelvin Mack,12,0,2,1,1,0,0,1,0,0,0,2,0,2
43077ORL,ORL,Mario Hezonja,10,2,1,0,0,0,2,2,1,0,0,0,0,1
43077MEM,TOR,Kyle Lowry,37,16,8,1,2,0,0,14,5,9,4,2,2,6
43077MEM,TOR,DeMar DeRozan,36,26,6,4,1,0,3,15,6,2,0,14,14,7
43077MEM,TOR,OG Anunoby,34,8,0,2,2,0,3,5,3,3,2,0,0,0
43077MEM,TOR,Serge Ibaka,27,21,1,1,1,1,3,12,7,5,4,4,3,2
43077MEM,TOR,Jonas Valan€çiÅÇnas,18,8,0,0,0,1,3,5,3,0,0,2,2,8
43077MEM,TOR,Jakob PÌ_ltl,24,8,0,0,0,0,2,6,3,0,0,2,2,7
43077MEM,TOR,Fred VanVleet,22,12,3,2,1,1,4,8,4,6,3,2,1,1
43077MEM,TOR,Pascal Siakam,20,8,0,0,1,0,2,6,4,1,0,2,0,4
43077MEM,TOR,Norman Powell,15,9,2,1,0,0,2,3,2,1,0,5,5,1
43077MEM,TOR,C.J. Miles,8,0,1,0,0,0,1,4,0,4,0,0,0,0
43077MEM,MEM,Marc Gasol,36,20,4,3,0,0,3,16,7,4,1,7,5,7
43077MEM,MEM,JaMychal Green,32,4,2,3,1,1,2,9,2,2,0,0,0,5
43077MEM,MEM,Andrew Harrison,29,6,7,0,1,0,1,6,3,1,0,0,0,4
43077MEM,MEM,Tyreke Evans,27,27,4,2,1,0,5,19,10,7,3,4,4,3
43077MEM,MEM,Dillon Brooks,17,2,0,0,0,0,4,2,1,0,0,0,0,0
43077MEM,MEM,Chandler Parsons,26,15,1,1,1,2,0,10,6,5,2,2,1,4
43077MEM,MEM,Mario Chalmers,26,7,3,3,2,0,4,4,2,3,1,2,2,5
43077MEM,MEM,James Ennis,17,7,2,2,1,0,2,5,3,3,1,0,0,1
43077MEM,MEM,Ben McLemore,17,10,1,1,1,0,2,6,3,2,1,5,3,2
43077MEM,MEM,Deyonta Davis,12,9,0,1,0,0,2,5,4,0,0,2,1,4
43077MIL,DAL,Wesley Matthews,38,29,1,2,0,0,2,15,11,7,5,2,2,4
43077MIL,DAL,Harrison Barnes,37,18,4,2,0,0,0,17,7,2,0,4,4,8
43077MIL,DAL,Dirk Nowitzki,28,11,1,2,2,0,2,10,3,5,2,3,3,5
43077MIL,DAL,Maxi Kleber,24,7,0,0,0,1,4,6,3,1,0,2,1,5
43077MIL,DAL,Yogi Ferrell,23,5,4,0,0,0,5,4,2,1,1,0,0,2
43077MIL,DAL,Dwight Powell,30,15,0,0,0,0,2,7,5,2,1,4,4,5
43077MIL,DAL,Jose Barea,29,8,6,3,2,0,2,8,2,2,0,6,4,4
43077MIL,DAL,Devin Harris,24,7,2,2,2,0,1,7,1,4,1,5,4,1
43077MIL,DAL,Antonius Cleveland,8,2,0,0,0,1,2,1,1,0,0,0,0,2
43077MIL,DAL,Salah Mejri,1,0,0,0,0,0,2,0,0,0,0,0,0,0
43077MIL,MIL,Giannis Antetokounmpo,43,27,3,4,2,2,5,19,8,0,0,12,11,11
43077MIL,MIL,Khris Middleton,38,31,3,1,0,0,3,18,10,8,5,6,6,1
43077MIL,MIL,Eric Bledsoe,35,24,4,1,3,2,1,17,6,6,1,12,11,4
43077MIL,MIL,John Henson,21,4,2,0,1,0,3,4,2,0,0,3,0,7
43077MIL,MIL,Gary Payton II,5,0,0,0,0,0,1,1,0,1,0,0,0,1
43077MIL,MIL,Malcolm Brogdon,41,14,6,1,1,0,4,10,6,4,1,1,1,3
43077MIL,MIL,Thon Maker,27,4,1,2,1,2,2,3,2,0,0,0,0,8
43077MIL,MIL,DeAndre Liggins,19,2,1,1,2,0,4,2,1,0,0,0,0,5
43077MIL,MIL,Rashad Vaughn,11,3,0,0,0,0,1,5,1,5,1,0,0,0
43077NO,SAC,De'Aaron Fox,36,14,4,1,2,0,1,14,5,3,1,4,3,1
43077NO,SAC,Zach Randolph,34,35,2,3,1,0,4,22,14,9,5,2,2,13
43077NO,SAC,Garrett Temple,20,2,1,1,0,1,1,7,1,4,0,0,0,1
43077NO,SAC,George Hill,18,9,3,1,1,0,0,8,4,3,1,0,0,2
43077NO,SAC,JaKarr Sampson,12,3,0,1,0,0,5,1,1,1,1,0,0,2
43077NO,SAC,Buddy Hield,33,18,2,3,1,0,2,12,7,5,4,0,0,7
43077NO,SAC,Vince Carter,32,6,2,0,1,2,2,6,3,2,0,0,0,4
43077NO,SAC,Frank Mason,26,12,3,4,1,0,1,10,4,2,1,4,3,5
43077NO,SAC,Bogdan Bogdanovic,25,8,2,3,4,1,2,9,4,1,0,0,0,1
43077NO,SAC,Kosta Koufos,18,3,1,0,1,0,1,5,1,0,0,4,1,7
43077NO,SAC,Georgios Papagiannis,9,6,1,0,0,0,2,3,3,0,0,0,0,3
43077NO,NO,DeMarcus Cousins,41,38,4,8,3,0,5,30,14,10,4,7,6,11
43077NO,NO,E'Twaun Moore,40,8,2,0,3,0,2,10,4,2,0,0,0,4
43077NO,NO,Jrue Holiday,38,14,5,4,0,1,2,12,6,2,1,1,1,5
43077NO,NO,Anthony Davis,31,18,2,2,0,0,0,12,5,1,0,8,8,6
43077NO,NO,Ian Clark,28,15,3,1,0,0,2,8,6,3,2,1,1,3
43077NO,NO,Jameer Nelson,30,3,3,2,0,0,3,7,1,5,1,0,0,0
43077NO,NO,Dante Cunningham,25,6,0,0,1,1,0,3,2,1,1,2,1,3
43077NO,NO,Darius Miller,23,7,0,0,0,1,0,6,3,4,1,0,0,1
43077NO,NO,Omer Asik,9,0,0,0,0,0,0,1,0,0,0,0,0,2
43077SA,BOS,Kyrie Irving,36,36,1,1,1,0,2,21,13,10,6,4,4,1
43077SA,BOS,Jayson Tatum,36,20,0,0,2,0,0,11,6,4,2,6,6,8
43077SA,BOS,Al Horford,35,2,3,3,0,0,3,6,1,3,0,0,0,9
43077SA,BOS,Jaylen Brown,31,15,2,3,1,0,1,10,7,3,1,2,0,5
43077SA,BOS,Aron Baynes,14,4,0,2,0,0,2,2,1,0,0,2,2,3
43077SA,BOS,Marcus Morris,25,5,3,1,0,0,3,9,2,6,1,0,0,4
43077SA,BOS,Terry Rozier,23,13,1,1,4,0,1,11,5,6,1,2,2,4
43077SA,BOS,Marcus Smart,22,4,2,3,2,0,6,6,2,2,0,0,0,1
43077SA,BOS,Daniel Theis,11,3,2,0,0,0,4,4,1,2,0,1,1,2
43077SA,BOS,Semi Ojeleye,7,0,0,0,0,0,0,3,0,2,0,0,0,2
43077SA,SA,LaMarcus Aldridge,35,27,1,2,0,0,4,20,11,2,1,4,4,10
43077SA,SA,Rudy Gay,29,15,2,4,0,1,1,9,6,1,0,4,3,8
43077SA,SA,Pau Gasol,25,14,0,0,1,0,1,10,5,2,0,4,4,11
43077SA,SA,Tony Parker,19,11,4,2,1,0,0,10,5,0,0,2,1,5
43077SA,SA,Danny Green,19,6,0,1,0,1,1,6,2,5,2,0,0,2
43077SA,SA,Bryn Forbes,35,6,1,1,2,0,1,3,2,3,2,0,0,1
43077SA,SA,Patrick Mills,27,8,4,2,1,0,1,6,2,3,0,4,4,3
43077SA,SA,Manu GinÌ_bili,24,11,3,1,0,0,2,8,3,4,2,4,3,4
43077SA,SA,D€Åvis Bert€Åns,21,7,0,0,1,1,2,9,2,7,1,2,2,2
43077SA,SA,Brandon Paul,5,0,1,0,0,0,1,0,0,0,0,0,0,0
43077SA,SA,Dejounte Murray,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43078LAC,WAS,Bradley Beal,37,25,3,1,1,0,0,21,8,11,5,6,4,2
43078LAC,WAS,Otto Porter,35,27,5,1,3,0,0,16,10,8,4,4,3,11
43078LAC,WAS,Marcin Gortat,24,9,4,4,0,1,2,6,4,0,0,1,1,8
43078LAC,WAS,Tim Frazier,21,2,6,1,1,0,2,4,1,0,0,0,0,5
43078LAC,WAS,Markieff Morris,16,2,2,3,0,0,4,3,1,2,0,0,0,1
43078LAC,WAS,Mike Scott,28,22,2,2,0,0,2,11,9,4,3,2,1,8
43078LAC,WAS,TomÌÁÅÁ SatoranskÌ_,27,11,6,1,0,0,1,8,5,3,1,2,0,6
43078LAC,WAS,Ian Mahinmi,24,14,3,0,0,1,4,6,4,0,0,6,6,2
43078LAC,WAS,Kelly Oubre Jr.,20,0,0,0,0,0,3,5,0,3,0,2,0,1
43078LAC,WAS,Jodie Meeks,8,0,2,0,0,0,0,2,0,1,0,0,0,0
43078LAC,LAC,Austin Rivers,36,16,7,2,0,1,3,15,6,8,4,0,0,0
43078LAC,LAC,Danilo Gallinari,36,25,2,2,1,0,1,19,8,7,2,7,7,3
43078LAC,LAC,DeAndre Jordan,34,6,2,1,1,1,3,6,2,0,0,4,2,17
43078LAC,LAC,Wes Johnson,24,5,0,1,3,2,2,5,2,4,1,0,0,2
43078LAC,LAC,Sindarius Thornwell,20,2,0,1,1,0,1,3,1,1,0,0,0,2
43078LAC,LAC,Lou Williams,37,35,8,1,0,0,3,20,11,8,4,10,9,2
43078LAC,LAC,Jawun Evans,17,8,1,1,1,0,2,5,3,3,2,0,0,0
43078LAC,LAC,Montrezl Harrell,14,11,1,0,1,0,2,4,4,0,0,3,3,3
43078LAC,LAC,Jamil Wilson,12,2,0,1,0,0,2,1,1,0,0,0,0,2
43078LAC,LAC,C.J. Williams,10,3,1,0,0,0,0,2,1,1,1,0,0,2
43078BKN,MIA,Josh Richardson,32,5,1,0,0,1,4,7,2,0,0,1,1,6
43078BKN,MIA,James Johnson,31,17,3,0,1,2,2,13,7,1,0,4,3,7
43078BKN,MIA,Goran Dragi€à,28,20,3,1,2,0,2,19,9,3,1,3,1,7
43078BKN,MIA,Kelly Olynyk,28,11,3,3,1,1,3,12,5,5,0,2,1,5
43078BKN,MIA,Dion Waiters,25,2,1,0,0,0,1,10,1,4,0,0,0,1
43078BKN,MIA,Tyler Johnson,27,20,1,0,0,1,1,11,8,4,2,2,2,4
43078BKN,MIA,Justise Winslow,25,15,1,1,0,2,0,6,5,4,4,2,1,6
43078BKN,MIA,Wayne Ellington,23,9,0,0,2,0,1,9,4,6,1,0,0,3
43078BKN,MIA,Bam Adebayo,20,2,2,0,0,1,3,3,1,0,0,0,0,5
43078BKN,BKN,Rondae Hollis-Jefferson,35,18,0,0,0,2,3,10,6,1,1,5,5,8
43078BKN,BKN,Allen Crabbe,32,12,1,0,0,0,0,13,5,8,2,0,0,3
43078BKN,BKN,Spencer Dinwiddie,32,15,9,4,1,0,3,15,5,9,3,2,2,3
43078BKN,BKN,DeMarre Carroll,25,5,0,1,0,0,2,10,2,3,0,3,1,7
43078BKN,BKN,Tyler Zeller,22,12,0,2,0,0,1,9,6,0,0,0,0,7
43078BKN,BKN,Caris LeVert,31,12,5,3,2,0,1,9,4,1,0,4,4,0
43078BKN,BKN,Jarrett Allen,22,2,0,0,0,1,3,3,1,0,0,0,0,7
43078BKN,BKN,Isaiah Whitehead,17,13,1,1,0,0,1,7,4,1,1,5,4,5
43078BKN,BKN,Quincy Acy,16,0,0,1,0,0,2,5,0,4,0,0,0,2
43078BKN,BKN,Timofey Mozgov,6,0,0,0,0,0,1,0,0,0,0,0,0,1
43078BKN,BKN,Jacob Wiley,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43078CHA,LAL,Brandon Ingram,36,18,1,4,1,0,5,16,7,2,0,6,4,6
43078CHA,LAL,Kentavious Caldwell-Pope,32,15,2,1,2,0,0,12,6,6,3,0,0,1
43078CHA,LAL,Lonzo Ball,27,5,9,2,0,1,4,5,2,3,1,2,0,5
43078CHA,LAL,Brook Lopez,19,13,1,0,1,1,2,11,5,6,3,0,0,4
43078CHA,LAL,Larry Nance Jr.,16,6,0,1,1,0,4,7,3,0,0,0,0,1
43078CHA,LAL,Kyle Kuzma,32,12,2,0,0,1,0,11,6,3,0,0,0,14
43078CHA,LAL,Jordan Clarkson,27,22,6,2,1,0,0,12,7,4,1,8,7,5
43078CHA,LAL,Julius Randle,26,12,3,3,1,2,3,7,4,1,0,5,4,6
43078CHA,LAL,Josh Hart,13,5,0,1,0,0,0,2,2,1,1,0,0,2
43078CHA,LAL,Tyler Ennis,6,0,0,0,0,0,2,1,0,1,0,0,0,1
43078CHA,LAL,Corey Brewer,5,2,0,0,0,0,1,1,1,0,0,0,0,1
43078CHA,CHA,Dwight Howard,32,21,0,5,0,2,5,14,9,0,0,6,3,12
43078CHA,CHA,Kemba Walker,29,23,4,1,1,0,1,22,10,8,3,0,0,3
43078CHA,CHA,Marvin Williams,28,13,3,0,0,0,2,11,5,6,2,2,1,3
43078CHA,CHA,Michael Kidd-Gilchrist,26,9,1,0,1,0,2,8,4,0,0,1,1,6
43078CHA,CHA,Nicolas Batum,19,2,3,1,1,0,0,3,1,2,0,0,0,2
43078CHA,CHA,Treveon Graham,26,7,3,1,1,0,1,6,2,4,1,2,2,3
43078CHA,CHA,Dwayne Bacon,25,2,1,1,1,0,4,3,1,0,0,0,0,4
43078CHA,CHA,Malik Monk,20,2,3,1,1,0,1,7,1,1,0,1,0,1
43078CHA,CHA,Michael Carter-Williams,19,9,2,1,0,0,4,4,3,1,1,2,2,2
43078CHA,CHA,Johnny O'Bryant,16,11,1,0,1,1,1,15,5,3,1,0,0,7
43078ATL,ORL,Nikola Vu€çevi€à,38,31,10,2,1,1,3,18,13,6,4,1,1,13
43078ATL,ORL,Jonathon Simmons,33,29,5,2,1,0,1,24,13,6,3,0,0,7
43078ATL,ORL,Mario Hezonja,31,7,2,2,1,1,5,9,3,5,1,0,0,6
43078ATL,ORL,Arron Afflalo,25,4,0,1,0,0,4,4,2,2,0,0,0,0
43078ATL,ORL,Elfrid Payton,24,11,3,1,0,0,4,9,5,4,1,0,0,1
43078ATL,ORL,D.J. Augustin,27,8,7,0,3,0,1,8,2,5,1,3,3,2
43078ATL,ORL,Wesley Iwundu,26,7,2,0,0,0,2,9,3,3,1,0,0,3
43078ATL,ORL,Shelvin Mack,26,9,9,3,1,0,3,7,3,3,2,2,1,4
43078ATL,ORL,Bismack Biyombo,10,4,1,1,0,0,1,4,1,0,0,2,2,3
43078ATL,ATL,Dennis SchrÌ_der,35,18,7,1,2,0,1,19,6,5,1,6,5,2
43078ATL,ATL,Taurean Prince,33,10,3,1,0,3,0,8,4,4,1,2,1,6
43078ATL,ATL,Ersan Ilyasova,28,26,4,0,0,0,1,9,9,5,5,5,3,3
43078ATL,ATL,Kent Bazemore,27,19,7,3,3,1,3,12,7,6,3,2,2,6
43078ATL,ATL,Miles Plumlee,16,3,1,1,2,0,1,3,0,0,0,4,3,3
43078ATL,ATL,Tyler Cavanaugh,27,14,2,0,0,0,4,8,5,5,3,2,1,8
43078ATL,ATL,Marco Belinelli,23,13,3,2,0,0,0,8,5,6,3,0,0,2
43078ATL,ATL,DeAndre‰Ûª Bembry,23,8,6,3,0,1,1,6,2,1,1,4,3,2
43078ATL,ATL,Luke Babbitt,16,0,0,0,0,0,0,1,0,0,0,0,0,8
43078ATL,ATL,Isaiah Taylor,12,6,0,1,0,1,2,6,3,1,0,0,0,0
43078CHI,NY,Kristaps PorziÅ €£is,36,23,2,2,0,1,1,25,10,7,1,2,2,4
43078CHI,NY,Courtney Lee,30,14,2,1,2,0,3,14,6,4,1,1,1,4
43078CHI,NY,Jarrett Jack,28,6,4,3,1,0,0,7,3,1,0,0,0,3
43078CHI,NY,Enes Kanter,28,10,4,0,0,0,2,11,4,0,0,2,2,11
43078CHI,NY,Lance Thomas,25,4,0,2,1,0,2,5,2,2,0,0,0,2
43078CHI,NY,Doug McDermott,26,10,4,0,1,1,2,8,4,4,2,0,0,6
43078CHI,NY,Frank Ntilikina,21,10,7,4,1,0,2,6,4,3,2,0,0,2
43078CHI,NY,Damyean Dotson,15,6,1,0,0,0,2,5,3,2,0,0,0,0
43078CHI,NY,Michael Beasley,15,9,0,2,0,0,0,5,3,1,1,2,2,5
43078CHI,NY,Kyle O'Quinn,15,10,1,0,0,1,3,5,4,0,0,2,2,3
43078CHI,CHI,Robin Lopez,31,11,2,4,0,2,4,6,5,0,0,1,1,3
43078CHI,CHI,Kris Dunn,30,17,9,3,3,0,3,11,6,1,0,6,5,7
43078CHI,CHI,Lauri Markkanen,30,15,0,1,0,2,1,14,7,5,1,0,0,8
43078CHI,CHI,Justin Holiday,29,7,1,3,1,1,3,9,3,5,1,0,0,3
43078CHI,CHI,Denzel Valentine,19,0,2,1,1,0,0,5,0,3,0,0,0,5
43078CHI,CHI,David Nwaba,31,15,1,0,1,2,2,9,6,0,0,7,3,5
43078CHI,CHI,Nikola Miroti€à,20,19,0,1,0,0,3,10,6,8,5,4,2,3
43078CHI,CHI,Jerian Grant,18,6,9,0,2,0,2,5,2,2,0,5,2,2
43078CHI,CHI,Paul Zipser,18,4,2,0,1,0,1,6,2,0,0,0,0,1
43078CHI,CHI,Bobby Portis,16,10,2,1,1,0,0,7,5,1,0,0,0,3
43078CLE,PHI,Ben Simmons,36,14,10,7,1,1,3,13,7,0,0,0,0,6
43078CLE,PHI,J.J. Redick,36,19,2,1,2,0,2,13,6,9,4,3,3,1
43078CLE,PHI,Robert Covington,36,19,2,2,4,0,0,10,7,7,5,0,0,6
43078CLE,PHI,Dario Saric,34,17,6,4,0,0,1,17,8,6,1,0,0,9
43078CLE,PHI,Amir Johnson,21,2,3,2,1,0,5,0,0,0,0,2,2,2
43078CLE,PHI,Richaun Holmes,20,13,1,1,0,0,5,11,5,4,1,2,2,3
43078CLE,PHI,Trevor Booker,20,12,2,2,0,1,1,6,4,0,0,4,4,8
43078CLE,PHI,Jerryd Bayless,19,2,3,0,2,0,1,6,0,5,0,2,2,3
43078CLE,PHI,TimothÌ© Luwawu-Cabarrot,18,0,2,0,0,0,3,2,0,2,0,0,0,1
43078CLE,CLE,LeBron James,39,30,13,6,3,0,1,23,9,6,2,12,10,13
43078CLE,CLE,Jae Crowder,33,12,0,0,2,1,3,9,4,4,2,2,2,5
43078CLE,CLE,Jose Calderon,28,8,2,1,1,0,2,5,3,3,2,1,0,2
43078CLE,CLE,J.R. Smith,23,7,3,1,1,0,0,5,2,3,2,1,1,0
43078CLE,CLE,Ante Å_iÅ_i€à,5,0,1,0,0,0,0,1,0,0,0,0,0,1
43078CLE,CLE,Jeff Green,30,13,1,2,2,0,2,8,5,1,1,2,2,6
43078CLE,CLE,Kyle Korver,28,13,2,2,1,0,0,8,4,8,4,1,1,0
43078CLE,CLE,Dwyane Wade,24,13,4,3,0,1,3,10,6,1,0,4,1,1
43078CLE,CLE,Channing Frye,19,6,0,1,1,0,2,5,2,2,0,2,2,2
43078CLE,CLE,Cedi Osman,11,3,0,1,1,0,3,1,1,1,1,0,0,3
43078MIL,UTA,Donovan Mitchell,37,12,2,4,3,1,3,17,4,6,2,2,2,1
43078MIL,UTA,Ricky Rubio,32,10,7,3,1,0,3,7,2,2,0,6,6,2
43078MIL,UTA,Joe Ingles,31,12,4,2,1,0,2,9,4,6,3,2,1,4
